StudentID,FirstName,LastName,Major,HighSchoolGPA,FamilyIncome,State,AvgDailyStudyTime,TotalAbsence
202308380,Omar,Loeffler,Software Engineering,3.54,92040,FL,5.26,
202305329,Alonzo,Thresher,Computer Science,,44923,GA,3.45,12
202306660,Archer,Hallinan,Software Engineering,4,50273,GA,8.16,17
202308711,Simon,Berridge,Data Science,2.53,85667,SC,5.66,18
202305427,Harley,Jolicoeur,Computer Science,3.33,425371,AL,7.2,8
202300735,Sing,Parman,Information Technology,3.04,36766,GA,5.8,16
202306597,Elbert,Devane,Information Technology,,292238,GA,3.64,12
202304932,Richard,Otteson,Computer Science,2.87,29245,FL,4.3,23
202302717,Lonzo,Innes,Computer Science,3.22,85146,SC,6.51,15
202304513,Lawrence,Imes,Computer Science,3.12,359739,GA,10.18,19
202306119,Jessie,Knop,Software Engineering,3.39,151761,GA,5.9,11
202309246,Clay,Vinciguerra,Software Engineering,2.06,138890,TN,5.45,21
202304643,Lum,Brickey,Information Technology,2.58,58306,GA,6.14,17
202305286,Ervin,Cerny,Information Technology,3.05,158727,AL,3.6,17
202303222,Burley,Laurent,Computer Science,2.4,208002,FL,8.8,23
202305198,Arther,Rydberg,Information Technology,3.12,82708,GA,9.73,9
202304950,Burr,Nishimoto,Information Technology,2.34,115963,GA,4.9,18
202307052,Emilio,Rives,Data Science,3.08,146145,GA,5.7,19
202306107,Vincent,Grider,Computer Science,3.22,66043,SC,4.22,15
202304402,Louise,Oswald,Information Technology,2.7,29101,GA,4.51,26
202309663,Claud,Beland,Information Technology,2.5,79544,GA,9.33,12
202306646,Ellery,Cragg,Data Science,3.39,26062,FL,6.12,17
202302134,Nellie,Palin,Computer Science,3.47,111157,AL,6.38,11
202300290,Edgar,Clevenger,Computer Science,3.54,36699,SC,8.64,4
202302708,Millard,Carignan,Information Technology,3.39,3216215,TN,3.1,15
202304990,Benjaman,Gales,Data Science,2.64,,GA,5.08,19
202309560,Gordon,Nickle,Information Technology,2.83,79533,GA,7.21,11
202307958,Madison,Kiel,Information Technology,2.85,87141,GA,4.59,23
202303141,Addie,Ritter,Computer Science,2.49,76961,FL,6.69,20
202301134,Eligah,Kirwan,Information Technology,3.28,168716,GA,5.81,12
202305744,Elias,Cacciatore,Software Engineering,1.96,40407,GA,2.84,18
202301186,Theodore,Mcguigan,Software Engineering,3.36,26957,AL,6.49,9
202302030,Murphy,Becton,Software Engineering,3.51,80281,GA,9.54,17
202307459,Dawson,Greely,Data Science,3.24,144757,SC,9.68,
202300126,Brice,Moorer,Information Technology,2.41,94777,GA,3.3,
202304805,Hunt,Belding,Software Engineering,3.22,,FL,8.63,
202301172,Lowell,Carreno,Information Technology,3.03,89352,GA,8.59,
202300716,Columbus,Daza,Computer Science,2.7,39358,TN,7.84,
202300620,Weldon,Coviello,Software Engineering,3.66,39286,SC,9.35,
202302466,Max,Klingman,Computer Science,3.74,64528,GA,10.12,
202302414,Guy,Chrysler,Data Science,3.38,339075,AL,5.22,
202307314,Toney,Beatrice,Information Technology,2.89,208944,GA,4.43,
202301765,Steward,Ramm,Information Technology,4,64769,FL,,10
202300094,Russel,Holstein,Information Technology,2.35,148358,SC,3.17,24
202304931,Burl,Connor,Data Science,,223190,GA,5.58,30
202306114,Clement,Hudon,Computer Science,3.52,102118,GA,6.29,14
202303666,Leslie,Roell,Information Technology,2.81,296210,WA,4.6,17
202305185,Coleman,Prestridge,Software Engineering,2.45,84689,GA,3.94,16
202305985,Jim,Costantino,Information Technology,4,109889,SC,,9
202302767,Arther,Vacca,Information Technology,4,27148,AL,10.65,4
202306489,Wayne,Courtemanche,Software Engineering,3.01,28048,TN,5.51,24
202307402,Leonard,Delpino,Information Technology,3.67,,GA,8.52,17
202305907,Garrett,Just,Data Science,2.52,24862,GA,2.04,24
202306851,Logan,Sole,Information Technology,3.86,31302,SC,,12
202303235,Bradley,Fowles,Computer Science,3.13,26880,GA,4.97,7
202303255,Andres,Mckenzie,Data Science,3.08,41724,GA,6.18,16
202307992,Lester,Stinchcomb,Information Technology,3.13,216992,FL,7.72,24
202308684,Douglas,Hengst,Software Engineering,3.25,274018,GA,7.36,12
202308071,Rex,Schuster,Software Engineering,2.73,72764,AL,6.25,19
202304245,Colin,Ebarb,Data Science,2.77,327931,GA,8.1,18
202309257,Francisco,Silberstein,Software Engineering,3.04,256671,GA,5.6,20
202305336,Ivan,Horsman,Data Science,1.99,42142,GA,5.76,28
202302935,Cleveland,Pfeffer,Data Science,2.64,100264,GA,6.94,25
202307487,Ellery,Masuda,Information Technology,3.2,85140,TN,9.9,18
202309532,Jonathan,Deeter,Computer Science,3.45,285581,GA,6.84,20
202304259,Perley,Blackford,Computer Science,3.08,48913,GA,6.66,13
202303658,Jules,Lajeunesse,Data Science,2.73,112720,GA,4.46,20
202304126,Israel,Randall,Information Technology,2.29,136030,AL,8.16,18
202300640,Palmer,Elsey,Information Technology,2.87,164087,SC,3.37,9
202302192,Rosevelt,Stutler,Data Science,3.06,395667,GA,3.57,20
202306522,Joseph,Bowser,Data Science,,90862,FL,6.69,21
202303924,Hardy,Satchell,Computer Science,,61056,GA,8.96,16
202303757,Delmer,Biggers,Computer Science,3.02,181112,GA,9.4,19
202303462,Israel,Bartolo,Computer Science,3.68,83645,SC,7.1,11
202303357,Elmore,Barnard,Software Engineering,2.84,30797,GA,1.75,24
202302104,Bryant,Sink,Computer Science,2.97,95483,GA,7.11,18
202303098,Noble,Blume,Computer Science,3.44,86543,TN,6.85,22
202306315,Lew,Odom,Data Science,3.46,209943,FL,7.07,17
202301625,Lenard,Slaton,Data Science,2.8,189823,SC,2.98,26
202305776,Orin,Eich,Computer Science,2.82,76326,GA,5.58,15
202304706,Raphael,Schwark,Software Engineering,3.5,63419,GA,4.91,16
202302044,Bruce,Vore,Computer Science,3.84,31811,GA,8.04,13
202307255,Brown,Fikes,Software Engineering,3.64,187642,GA,6.77,18
202306455,Tobias,Orcutt,Information Technology,2.48,69170,SC,5.16,20
202301910,Owen,Leggio,Computer Science,2.33,61479,FL,4.83,26
202304316,Braxton,Depue,Software Engineering,2.28,51855,AL,3,21
202305896,Antonio,Groll,Software Engineering,2.56,313269,GA,3.12,
202307944,Guss,Gottlieb,Data Science,3.03,213869,GA,6.1,
202301465,Rogers,Winegar,Information Technology,3.36,88776,SC,5.98,
202301953,Henderson,Steinbeck,Software Engineering,3.16,118683,TN,4.9,
202307653,John,Ginsburg,Software Engineering,3.03,82394,GA,10.13,
202302015,Felix,Hedgepeth,Information Technology,3.05,58112,FL,8.3,20
202305635,Franklin,Azevedo,Data Science,2.63,29748,GA,4.74,29
202308338,Antonio,Vanover,Information Technology,3.73,300676,SC,5.8,12
202304650,Heber,Stanfield,Information Technology,3.15,218527,AL,7.7,18
202308902,Burrell,Dang,Computer Science,2.5,98534,GA,2.59,14
202300857,Ross,Asaro,Information Technology,3.44,98444,GA,5.52,8
202304818,Amos,Hackler,Data Science,3.02,405609,GA,4.03,10
202302218,Rolla,Bencomo,Computer Science,3.7,117618,FL,5.67,9
202301307,Hayden,Silvera,Computer Science,2.85,75372,GA,6.75,18
202300309,Morris,Janssen,Computer Science,3.31,151098,GA,3.61,
202302226,Gaylord,Simone,Software Engineering,3.06,69492,GA,6.15,25
202305369,Sebastian,Whittington,Software Engineering,3.24,77937,TN,4.9,9
202300366,Otho,Kalin,Data Science,2.95,29544,AL,6.37,8
202302649,Dewitt,Meyerhoff,Computer Science,2.78,36741,GA,4.09,24
202301859,Tommie,Dodd,Software Engineering,3.82,,FL,8.69,21
202309284,Denver,Mckey,Software Engineering,2.9,59673,GA,5.84,6
202309965,Alvah,Mckinney,Data Science,3.05,53894,GA,,22
202302348,Elie,Istre,Data Science,3.31,45361,SC,3.29,9
202303164,Charlie,Bothwell,Computer Science,2.35,48140,GA,3.37,20
202304057,Roscoe,Erdman,Information Technology,3.15,123187,GA,10.79,15
202307339,Brown,Lay,Computer Science,2.83,43309,GA,6.21,28
202301497,Pleas,Hiles,Computer Science,4,273313,AL,8.07,13
202307534,Pedro,Setser,Computer Science,2.35,,SC,2.52,23
202301360,Wylie,Strother,Software Engineering,2.72,74939,GA,,25
202302936,Leamon,Ollison,Computer Science,2.98,89712,TN,4.41,8
202302312,Garfield,Blocher,Software Engineering,3.12,278590,GA,7.65,18
202305793,Major,Vinciguerra,Information Technology,4,43867,GA,8.45,21
202303880,Houston,Galaviz,Computer Science,4,146980,SC,8.1,10
202307642,Maxwell,Donohoe,Computer Science,3.8,312743,FL,10.4,23
202300318,Fredrick,Rogers,Information Technology,2.52,245089,GA,5.58,15
202303310,Price,Schumaker,Information Technology,3.82,249631,AL,7.92,7
202305393,Sammie,Steveson,Software Engineering,2.21,108632,GA,,19
202305885,Clint,Alexis,Software Engineering,2.22,246311,SC,0.33,15
202303493,Clark,Mcrae,Information Technology,3.26,390729,GA,9.62,26
202307552,Christian,Roseboro,Computer Science,3.73,90722,GA,7.73,7
202304955,Pasquale,Bohman,Information Technology,3.09,,FL,5.31,13
202308377,Claude,Yaw,Information Technology,3.38,156796,GA,5.64,18
202304121,Leo,Manes,Data Science,3.59,73073,TN,9.32,12
202308061,Earle,Ramnarine,Computer Science,2.75,84174,GA,5.31,17
202304764,Edmund,Stelter,Data Science,2.87,63138,AL,,20
202303941,Matthias,Touchette,Data Science,3.1,122935,GA,7.94,18
202307250,Hamilton,Torrey,Information Technology,2.47,36035,GA,6.82,23
202307365,Olen,Rodriguez,Data Science,3.3,213324,FL,2.23,17
202302932,Vern,Mcgonigal,Data Science,3.77,53909,GA,9.7,15
202306728,Ella,Motley,Information Technology,3.39,290839,GA,4.99,21
202305926,Denis,Colas,Information Technology,2.73,34128,GA,7.32,20
202305994,Miles,Saxon,Data Science,2.11,84348,GA,5.66,26
202302420,Vernon,Mayhugh,Information Technology,3.05,185638,SC,6.72,17
202309992,Israel,Bolander,Computer Science,,45301,AL,5.7,12
202306843,Herbert,Ocampo,Computer Science,2.93,56382,FL,,12
202302711,Wash,Cassady,Software Engineering,2.56,299932,TN,8.21,19
202307186,Ira,Ketcham,Information Technology,2.27,228768,GA,6.75,21
202309274,Burley,Shew,Software Engineering,,167367,SC,8.12,17
202300575,Will,Church,Information Technology,3.27,43166,GA,4.05,10
202309564,Allen,Bostwick,Software Engineering,2.97,424798,GA,3.01,10
202306476,William,Nuncio,Software Engineering,2.27,220111,GA,2.63,25
202304784,Russel,Sande,Computer Science,,43275,FL,6.23,12
202301020,Nathaniel,Pippen,Software Engineering,2.75,254063,AL,7.45,13
202301803,Lum,Jorge,Data Science,2.56,215096,GA,,14
202302456,Hays,Stringer,Information Technology,2.49,30067,,6.29,23
202301165,Wesley,Swedberg,Information Technology,3.88,127093,GA,,10
202308171,Ivory,Larrea,Computer Science,2.61,43443,GA,6.98,27
202300969,Mary,Freeland,Information Technology,3.49,57275,SC,5.81,18
202308874,Orville,Buhrman,Computer Science,3.28,79098,TN,6.93,7
202305917,Myron,Bourget,Computer Science,3.2,273061,GA,7.46,17
202302847,Lonie,Parsley,Computer Science,3.45,82375,GA,8.06,5
202308780,Lem,Hamann,Information Technology,3.17,132587,AL,7.15,15
202305248,Sterling,Fugett,Computer Science,2.56,122936,SC,3.67,17
202307043,Richard,Giannotti,Computer Science,3.23,271604,GA,8.64,20
202301811,Rudy,Bader,Information Technology,2.56,274021,GA,6.58,13
202303295,Mac,Carls,Information Technology,3.95,,FL,10.41,18
202305672,Arnold,Scaife,Data Science,3.25,155815,GA,3.11,8
202309513,Lem,Sweetser,Information Technology,2.33,69404,SC,3.4,34
202306070,Rollo,Longoria,Software Engineering,2.79,99569,GA,7.79,27
202300492,Webster,Anderegg,Computer Science,2.12,37414,GA,,16
202307833,Hunter,Ussery,Information Technology,3.02,492052,AL,7.23,17
202306081,Lon,Llerena,Data Science,4,71744,TN,4.66,9
202308163,Toney,Arocho,Computer Science,2.11,41759,FL,4.57,31
202302901,Sherman,Rapier,Information Technology,3.36,58644,GA,8.01,12
202309505,Joesph,Wycoff,Information Technology,2.9,69456,GA,4.48,26
202303438,Lillian,Paradiso,Data Science,2.55,80167,GA,8.43,15
202304506,Jonas,Kent,Information Technology,2.56,,GA,10.6,23
202300959,Harrison,Engle,Computer Science,3.34,58748,SC,6.53,15
202301474,Isaiah,Kirchhoff,Software Engineering,4,25458,GA,8.9,6
202307855,Bessie,Mariano,Information Technology,3,314262,AL,8.29,27
202301332,Albin,Dworak,Software Engineering,3.91,157358,GA,5.59,13
202302773,Jesus,Herriman,Computer Science,2.5,122258,,,17
202304846,Ethel,Devan,Information Technology,2.51,22898,SC,4.63,15
202300657,Ole,Darling,Software Engineering,2.81,110603,GA,8.2,13
202306257,Willie,Mcgillivray,Information Technology,3.1,176427,TN,7.39,17
202304608,Everette,Andrews,Software Engineering,3.24,49957,GA,11.12,15
202306614,Carson,Brasfield,Computer Science,3.07,50039,FL,7.95,21
202306041,Washington,Espindola,Computer Science,2.44,273354,SC,8.46,23
202307769,Hoyt,Walko,Data Science,3.22,61216,AL,9.76,19
202306313,Moses,Espey,Data Science,2.71,79191,GA,7.21,17
202302397,Monroe,Bui,Computer Science,2.72,110406,GA,,16
202306773,Monte,Chamberland,Information Technology,2.89,47901,GA,5.76,11
202307370,Spencer,Transue,Software Engineering,2.95,43354,SC,8.91,13
202307902,Augustine,Davisson,Data Science,2.71,61654,FL,1.04,17
202306805,Lillian,Pettigrew,Information Technology,2.98,,GA,6.01,14
202304211,Hall,Apostol,Data Science,2.98,335229,GA,3.91,18
202303350,Gay,Curnow,Computer Science,3.25,172720,GA,5.96,14
202301143,Edith,Sura,Software Engineering,2.06,456832,TN,2.45,22
202304591,Finley,Molinar,Data Science,2.48,451198,GA,4.89,17
202308404,Ben,Ouzts,Information Technology,3.25,31485,GA,3.99,14
202305576,Eliga,Manning,Data Science,3.22,124510,FL,3.03,12
202303028,Rollo,Basso,Software Engineering,2.57,110276,GA,0.54,
202305552,Josh,Suazo,Information Technology,2.76,139353,SC,3.9,
202301606,Damon,Coppin,Computer Science,3.72,394450,GA,6.69,
202303954,Tobe,Caffee,Computer Science,2.72,52062,GA,4.82,
202300005,Philip,Markle,Software Engineering,2.14,146317,GA,2.59,20
202307602,Harley,Coman,Information Technology,3.91,29277,AL,9.5,14
202303708,Theo,Rodriquez,Information Technology,2.54,92733,FL,6.67,15
202304303,Worth,Neale,Computer Science,2.96,4125854,GA,9.05,20
202302370,Austin,Schwartzkopf,Computer Science,3.51,42979,GA,4.93,15
202308621,Bascom,Lieber,Computer Science,3.12,123008,TN,5.65,14
202300056,Cicero,Godfrey,Software Engineering,2.97,128611,GA,7.07,23
202305708,Anna,Mertz,Software Engineering,3.31,77678,SC,6.47,15
202303436,Parker,Lambros,Data Science,3.43,317070,GA,7.11,19
202303444,Ab,Muff,Software Engineering,2.8,,FL,6.19,18
202300823,Austin,Nord,Computer Science,2.66,63817,AL,,23
202307780,Walker,Parsley,Information Technology,2.56,20438,GA,6.82,19
202305320,Dell,Olivas,Computer Science,2.99,29997,SC,3.23,13
202302432,Gregory,Lanz,Computer Science,3.01,95238,GA,7.76,16
202305717,Crawford,Gillis,Software Engineering,2.5,,GA,0,11
202305139,Enos,Vidaurri,Data Science,3.15,114189,GA,9.94,8
202305028,Dick,Labrecque,Data Science,3.41,70032,FL,7.06,19
202300481,Benton,Spillman,Software Engineering,3.36,177205,SC,,21
202302374,Carter,Brawn,Information Technology,3.24,175027,TN,8.82,12
202302828,Andrew,Resh,Data Science,2.83,27402,AL,7.66,10
202309163,Mae,Wymer,Information Technology,3.32,32068,GA,5.56,16
202300063,Garnett,Blubaugh,Information Technology,2.87,227560,GA,2.83,19
202301080,Millard,Jagger,Computer Science,3.58,67163,SC,6.35,16
202308458,Brown,Sterns,Computer Science,3.21,353037,FL,5.78,18
202307242,Tobe,Morrell,Computer Science,2.7,69525,GA,0.2,17
202304125,Patrick,Hakes,Information Technology,2.22,,GA,4.81,27
202307035,Milton,Whidden,Software Engineering,2.55,21786,GA,3.51,21
202300149,Cleveland,Mcclurkin,Information Technology,3.65,206240,SC,8.28,7
202306349,Eldridge,Haydon,Software Engineering,3.88,141504,AL,8.41,19
202307710,Kyle,Mckenzie,Information Technology,3.59,127572,GA,10.01,15
202303020,Edna,Freiburger,Computer Science,2.31,60898,FL,3.31,21
202304807,Bradley,Cottone,Information Technology,2.55,55945,TN,4.94,19
202300475,Darwin,Spoon,Software Engineering,2.9,126642,SC,5,16
202309028,Walton,Starks,Information Technology,2.94,302678,NY,5.65,12
202300445,Dan,Westwood,Data Science,2.88,271092,GA,3.69,15
202308493,Emile,Westbrooks,Information Technology,2.45,49318,GA,2.8,31
202304369,Hayes,Westby,Software Engineering,2.73,36371,GA,5.01,20
202302819,Irl,Breed,Information Technology,2.68,301402,AL,4.52,
202300336,Dock,Storms,Software Engineering,3.51,174417,GA,8.39,
202307005,Steve,Furniss,Information Technology,2.54,71630,GA,2.53,
202300693,Lindsey,Gawronski,Computer Science,4,19251,GA,6.15,
202304473,Hans,Wiedemann,Computer Science,3.56,45659,GA,5.58,
202309635,Jennie,Combes,Data Science,2.58,79644,SC,7.78,
202307871,Aron,Vandeusen,Computer Science,2.81,39246,GA,5.6,
202303764,Sol,Tinker,Software Engineering,2.4,143773,TN,6.35,
202309539,Lars,Garrido,Computer Science,3.64,26935,GA,9.57,
202309857,Gus,Hasse,Data Science,3.93,285729,AL,10.6,
202303806,Ferdinand,Porco,Data Science,3.13,58851,SC,6.11,
202304355,Hampton,Seamans,Data Science,1.79,161423,GA,1.2,
202305011,Montgomery,Sappington,Data Science,1.39,50383,GA,0.26,
202309756,Nat,Coronel,Computer Science,,347976,GA,5.43,
202307971,Lone,Lajeunesse,Software Engineering,3.13,77981,FL,5.16,
202304781,Truman,Stillwell,Information Technology,3.61,64303,SC,7.26,
202301175,Willie,El,Software Engineering,3,82412,GA,6.43,21
202308485,Leroy,Cressman,Software Engineering,3.28,36574,GA,4.6,10
202305946,Clifford,Beutel,Software Engineering,2.47,126144,AL,5.72,22
202302892,Ignatius,Armenta,Data Science,2.66,101208,GA,9.3,21
202300968,Manuel,Lahey,Information Technology,3.26,63916,TN,5.82,12
202305934,Bryant,Grandstaff,Data Science,2.95,73352,FL,5.93,22
202304641,Omar,Chafin,Information Technology,3.12,44437,GA,5.33,16
202307777,Benjamin,Oman,Information Technology,3.29,,GA,6.31,23
202309798,Edith,Boss,Information Technology,2.23,91540,GA,4.63,24
202304208,Truman,Almanza,Data Science,2.61,75882,SC,3.89,21
202308670,Ivor,Kirby,Computer Science,3.26,62449,GA,3.47,12
202306329,Odis,Anderton,Information Technology,3.66,192486,WA,8.37,9
202306810,Ted,Kroll,Information Technology,2.76,44490,FL,7.41,15
202308160,Carlie,Larabee,Computer Science,3.02,133717,GA,3.9,21
202306462,Bruno,Hardin,Software Engineering,3.65,273746,SC,9.14,14
202302133,Wellington,Maultsby,Data Science,3.03,,GA,6.4,14
202302216,Urban,Higgins,Computer Science,2.7,133587,GA,5.81,17
202308138,Asberry,Coston,Software Engineering,3.25,,TN,5.46,21
202309085,Sim,Abner,Software Engineering,3.01,169767,GA,4.57,19
202309037,Daniel,Mcduffee,Software Engineering,3.62,328708,FL,7.82,18
202303759,Peter,Garnes,Information Technology,3.2,226172,AL,6.46,9
202309504,Hector,Zager,Information Technology,2.5,120751,GA,6.23,24
202309969,Clement,Craycraft,Software Engineering,2.99,143732,GA,4.26,19
202304305,Jerome,Thibault,Data Science,2.55,43334,GA,6.03,18
202301806,Ham,Eppard,Data Science,3.29,87417,SC,2.97,13
202302467,Gabe,Frame,Information Technology,2.47,94456,GA,7.6,21
202309273,General,Edmundson,Computer Science,4,47461,FL,9.47,18
202305121,Ida,Meis,Software Engineering,2.17,126921,GA,6.17,24
202300335,Justus,Glanton,Software Engineering,3.56,340297,GA,7.04,8
202307643,Francis,Wilk,Data Science,3.17,36606,AL,,10
202304065,Merton,Pletcher,Computer Science,3.08,283609,TN,7.93,16
202304257,Gilbert,Santistevan,Information Technology,2.6,87882,GA,5.34,14
202306275,Conrad,Maturo,Information Technology,3.71,144269,GA,6.43,17
202300738,Lawton,Erdmann,Computer Science,3.23,37458,FL,,15
202305181,Bedford,Hovis,Software Engineering,2.78,351307,SC,,21
202301513,Arno,Mulvaney,Software Engineering,2.73,98740,GA,3.73,19
202305563,Allie,Erhardt,Data Science,3.53,70206,GA,6.38,13
202305119,Eldon,Brashier,Data Science,3.31,87731,GA,11.31,17
202308512,Luis,Jervis,Information Technology,3.27,67974,AL,,
202304036,Mathias,Binning,Software Engineering,2.86,232062,SC,4.15,13
202306676,Nicholas,Reina,Software Engineering,3.2,92036,FL,6.35,17
202308016,Augustine,Hamill,Information Technology,3.84,142045,GA,9.39,14
202309034,Jennie,Frenette,Data Science,2.11,165847,GA,,17
202301339,Hamilton,Sinks,Computer Science,2.72,70189,TN,5.49,17
202303176,Ludwig,Racca,Software Engineering,3.67,108973,SC,7.62,7
202301707,Elizabeth,Markowitz,Information Technology,3.08,267551,GA,,12
202300365,Wilson,Mcilvaine,Computer Science,3.21,102186,GA,,18
202306108,Jonas,Oakes,Information Technology,2.74,109285,AL,,18
202300034,Wilton,Constable,Software Engineering,2.25,106520,GA,5.42,20
202303349,Carey,Ohler,Computer Science,3.51,85922,SC,4.18,17
202300648,Norman,Lecuyer,Software Engineering,3.41,74062,GA,7.46,
202303569,Omer,Creel,Data Science,2.89,295335,GA,6.68,
202300435,Orville,Chronister,Information Technology,3.23,89572,GA,7.49,
202308504,Lucian,Iorio,Software Engineering,3.33,74388,GA,8.3,
202305379,Mose,Buteau,Information Technology,3.72,285409,FL,8.34,
202301439,Allan,Feuerstein,Computer Science,3.29,40250,GA,5.33,
202303074,Kirby,Santiesteban,Data Science,4,236566,TN,7.89,7
202306531,Jasper,Montanez,Data Science,3.39,27343,GA,8.88,20
202307087,Saul,Halton,Computer Science,2.85,57400,GA,4.88,16
202309666,Calvin,Elswick,Computer Science,2.55,29382,,5.22,21
202302358,Nelson,Abril,Software Engineering,3.1,35947,GA,6.4,10
202301378,Brady,Lusher,Software Engineering,3.04,50908,FL,7.89,13
202305324,Johnson,Jang,Software Engineering,2.43,260962,GA,5.88,20
202301288,Nick,Sayers,Computer Science,3.11,67141,GA,8.18,10
202304468,Silas,Esau,Computer Science,3.73,78114,SC,9.99,10
202300054,Odell,Eppley,Computer Science,2.86,116357,AL,7.51,17
202304162,Alois,Grob,Data Science,1.97,49958,GA,5.2,30
202307297,Erle,Makela,Information Technology,2.99,99629,,6.93,12
202305432,Luis,Wallingford,Data Science,3.28,186104,FL,6.84,7
202303043,Waldo,Erskine,Computer Science,3.05,212364,TN,5.96,24
202302617,Toney,Fulbright,Information Technology,3.18,472911,GA,3.32,14
202307553,Carlos,Lugo,Computer Science,2.91,36317,GA,4.04,17
202309376,Alton,Carmean,Information Technology,2.96,190257,GA,8.77,13
202302837,Malcolm,Hubley,Software Engineering,2.79,121614,GA,5.64,11
202302700,Murl,Fishman,Information Technology,3.75,237030,AL,,7
202302371,Arvil,Portalatin,Computer Science,2.39,114049,FL,0.42,28
202309763,Pablo,Lamoreaux,Computer Science,3.57,259449,GA,8.4,23
202300143,Everett,Geibel,Software Engineering,3.46,53797,GA,,13
202308559,Milburn,Batman,Data Science,3.54,99111,,4.06,11
202308359,Claud,Mester,Information Technology,2.62,,SC,8.69,25
202305247,Allan,Cromwell,Information Technology,3.24,36737,GA,8.91,13
202305501,Claude,Macinnis,Software Engineering,3.66,92849,GA,,17
202304577,Jesus,Madera,Information Technology,3,137623,TN,6.9,
202303612,Malcolm,Hegge,Software Engineering,3.6,202482,AL,5.98,13
202308511,August,Strehlow,Data Science,3.24,66292,SC,8.71,5
202304049,Bedford,Ellett,Software Engineering,3.27,94966,GA,7.23,18
202305640,Glenn,Keil,Information Technology,3.01,118097,GA,9.54,13
202305869,Gail,Woltz,Software Engineering,3.5,290602,GA,8.02,7
202303023,Berry,April,Information Technology,2.61,,GA,2.3,21
202306422,Jerry,Kobus,Data Science,2.78,356316,FL,9.96,26
202301507,Steven,Pabst,Computer Science,2.32,72319,GA,6.69,19
202304584,Victor,Gage,Software Engineering,2.46,167805,GA,7,28
202307096,Gust,Zobel,Data Science,2.65,44129,AL,2.18,23
202301289,Ruth,Scheibe,Computer Science,3,193213,GA,6.29,14
202302119,Joe,Spade,Software Engineering,2.41,42490,SC,7.41,20
202306903,Leroy,Vannatter,Computer Science,3.27,245520,TN,7.54,7
202309660,Elbert,Dziedzic,Software Engineering,3.54,58121,FL,10.17,10
202309972,June,Bostic,Information Technology,3.96,110553,GA,9.54,9
202309820,Nathaniel,Petrovich,Software Engineering,2.68,109785,GA,4.26,22
202309215,Elijah,Busey,Computer Science,2.23,57436,SC,6.59,11
202309347,Lyman,Meinhardt,Software Engineering,2.68,300327,GA,4.61,15
202303272,Pablo,Runion,Software Engineering,3.48,32306,AL,4.84,12
202303788,Elton,Bankes,Computer Science,2.92,77287,GA,5.05,23
202301491,Peyton,Goodale,Data Science,2.92,80140,FL,7.09,7
202303535,Chance,Knepper,Information Technology,3.25,66676,SC,8.01,
202309293,Kirk,Burkett,Data Science,4,134174,GA,5.26,
202302053,Oral,Waldrep,Information Technology,3.06,137713,GA,6.78,
202304450,Olaf,Faherty,Software Engineering,3.03,93260,GA,,
202308253,Darrell,Adelman,Data Science,2.58,34894,TN,7.34,
202303845,Jacob,Celaya,Software Engineering,2.75,46394,SC,,
202303478,Sandy,Boardman,Software Engineering,3.22,113497,AL,4.9,
202305924,Dewey,Godsey,Computer Science,2.93,28318,GA,7.13,11
202307154,Arthur,Everage,Data Science,3.22,247707,GA,6.45,23
202309340,Farris,Wesley,Computer Science,2.89,273396,GA,,14
202306662,Elijah,Hursh,Information Technology,2.62,136976,SC,3.89,12
202308482,Samual,Degroat,Computer Science,2.9,286934,GA,5.34,19
202309465,Carter,Penney,Information Technology,2.2,103137,GA,2.71,23
202300264,Carlos,Forehand,Information Technology,2.2,133730,FL,7.66,20
202303947,Arlie,Morejon,Information Technology,3.07,,GA,,15
202307057,Ace,Bernier,Information Technology,2.56,99360,AL,2.9,22
202305967,Humphrey,Arevalo,Data Science,2.67,137349,GA,4.45,28
202309089,Bedford,Buchanon,Software Engineering,3.11,58027,TN,7.06,16
202302605,Alf,Radel,Computer Science,3.45,47979,GA,8.64,22
202307162,Wallace,Simonian,Data Science,1.93,28883,GA,5.94,31
202303403,Bradford,Bangert,Data Science,2.14,76020,FL,3.61,25
202306630,Margaret,Cervenka,Information Technology,3,313955,GA,7.77,14
202304830,Fernando,Baugus,Computer Science,3.83,88810,GA,5.71,18
202305667,Casimir,Rohm,Software Engineering,3.06,,GA,6.92,
202308762,Mose,Bahr,Information Technology,3.2,165305,AL,3.13,
202302024,Hugo,Woolridge,Computer Science,2.86,56287,SC,0,
202301113,Eldridge,Deatherage,Information Technology,3.25,47203,GA,4.7,
202307210,Vernon,Speicher,Software Engineering,2.74,172099,FL,4.86,
202306187,Bradley,Clayton,Computer Science,3.68,226702,GA,4.76,
202308879,Vincent,Giannotti,Information Technology,2.74,46702,GA,6.33,
202308855,Terry,Jenson,Computer Science,3.35,43694,TN,5.55,
202307113,Adolphus,Trickey,Information Technology,3.03,85784,GA,9.01,
202307306,Ezra,Patch,Computer Science,2.46,20901,GA,0,
202307401,Joe,Hanover,Software Engineering,2.72,34911,AL,5.46,
202309906,Lindsay,Clendenin,Data Science,3.05,61185,FL,6.34,
202308969,Bob,Burkard,Computer Science,3.72,37228,SC,6.37,19
202303080,Bertie,Fu,Data Science,2.88,31651,GA,,17
202301657,Richard,Mackie,Data Science,3.43,192457,GA,7.17,16
202306526,Wallace,Kristoff,Software Engineering,2.53,223539,GA,10.51,19
